Number of bedrooms,Number of bathrooms,Area,number of floors,Built Year,Price
4,1.5,4670,2,1947,440000
4,2.5,7826,1,1976,440000
3,1.5,6290,1,1949,440000
4,2.5,7526,2,1989,440000
4,2.75,8751,1,1962,435000
3,2.5,5353,2,2009,429900
4,2,4857,2,1965,424000
3,1.75,249126,1.5,2008,420000
3,1,6700,1,1957,415000
3,2.5,4540,2.5,2012,414000
4,2.5,4652,2,2001,405000
2,1,2475,1,1911,402000
4,3,5000,2,2001,399000
3,3.25,913,2,2006,390000
4,2.5,22651,1,1970,385000
3,1.5,14500,1,1961,370000
5,2,19000,1.5,1924,365000
5,1.75,6654,1.5,1953,359000
3,1.5,12497,1,1967,358000
3,1.5,8840,1,1952,357250
4,2.75,7350,1,1977,354950
4,2.5,5476,2,2005,354000
3,2.25,16290,2,1987,350000
2,1,7954,1,1941,339000
3,2.5,7324,2,2012,334888
4,3,3031,1,2006,330675
3,1,7800,1,1956,329950
2,1,5316,1,1948,320000
3,2,34175,1.5,1999,320000
4,2.5,10200,1,1977,315000
4,2.5,5499,2,2002,310000
4,1.75,17664,1.5,1968,302000
3,2.25,10395,1,1967,300000
2,1,7740,1,1924,290000
4,2.25,7200,2,1984,289659
2,1,7200,1,1975,285000
4,2.25,7350,2,1977,280927
3,1.75,6620,1,1988,279900
4,2.25,9900,1,1965,270000
2,1,81021,1,1954,270000
3,2.5,6684,2,1991,268000
3,1.5,8160,1,1967,267000
3,2,20000,1,1968,254600
5,2,16117,1,1959,254000
3,1,12384,1,1954,253500
4,1,7410,1.5,1944,252750
3,2,8002,1,1991,252500
3,2.5,7700,1,1978,249900
3,1,27760,1,1981,243800
4,1,2171,1.5,1933,240000
4,2,5926,1,1942,235867
5,2.5,9583,1,1979,235000
3,1,9946,1,1956,230000
2,1.75,11276,1,1972,225500
3,2,11475,1,1945,225000
4,1.5,9289,1,1959,224000
3,1.75,11968,1,2014,224000
3,1.5,15600,2,1981,220000
3,1,6710,1.5,1912,219500
2,1.75,4482,1,1980,216500
2,1,8040,1,1943,210000
2,1,7569,1,1950,202000
3,1.75,9346,1,1963,200500
3,1.5,6000,1,1968,177500
3,1.75,15330,1,1956,164950
3,1,9612,1,1962,150000
4,4.5,53330,2,1993,1820000
4,3,9750,1,1972,1620000
5,2.75,13297,2,1969,1200000
4,4.25,13833,2,2003,1050000
3,2.25,4800,1.5,1903,1020000
4,2.75,8580,2,2014,982000
5,2.5,24300,1.5,1950,755000
4,2.25,11597,2,1984,750000
3,3,4896,2,2006,738000
4,3,3672,1.5,1916,735000
3,2.25,1212,2,2011,735000
3,2.5,54450,1.5,1990,725000
3,1.5,6240,1,1952,718500
2,1.5,4080,1.5,1916,710000
3,2.5,4153,2,2003,710000
3,2.5,1545,2,2002,700000
4,2.75,10970,2,1994,687500
3,2.25,5300,1.5,1939,672500
2,1,3200,1,1925,665000
3,2.5,35000,2,1988,665000
5,2.5,7200,1,1977,661500
4,2.5,38677,2,1987,652500
4,2.5,63118,2,1997,641000
4,1.75,37800,1,1981,602000
3,3.25,3075,2,2005,589500
3,1.75,6380,1,1939,561500
4,2.5,6583,2,2003,560000
4,3.5,16197,2,2006,550000
4,1.75,48351,1,1978,530000
2,0.75,40642,1,1937,528000
5,1.75,5000,1.5,1906,523460
1,1.25,638,3,2014,516500
2,1.5,1687,3,2008,504200
2,1.5,8040,1,1951,500000
4,1,7100,1.5,1906,500000
3,2.5,5348,2,2000,490000
4,2.75,5527,2,2014,483453
2,1,3420,1,1902,480000
4,2.5,8913,2,1991,469900
4,2.5,6000,2,2012,465000
4,2.25,8424,1,1979,464900
4,2.5,35091,1,1985,460000
4,3,10000,2,2013,459000
4,2.75,37533,1,1979,453000
2,1,8380,1,1953,447000
2,1,2570,1,1927,430000
3,2.5,9391,2,2005,427000
3,1,213444,1.5,1988,425000
4,2.25,7700,1,1959,417000
3,1.75,8944,1,1967,415000
3,2.5,1536,2,2000,415000
3,2.75,64626,1.5,2009,415000
3,2,45738,2,1981,410000
3,1,19000,2,1950,410000
3,2.5,10431,2,1989,399950
5,1,6757,1,1944,397000
4,2.5,9793,2,2002,394000
4,2.5,7867,2,1996,355000
2,2.25,10838,2,1985,355000
3,1.75,22693,1,1980,355000
5,1.75,14322,1,1968,350000
3,1.75,10409,1,1981,342000
4,1.75,7350,1,1978,330000
5,2.75,8050,2,1998,327000
4,2.5,4865,2,2005,320000
6,4,4240,2,1993,315000
3,1.5,8911,1,1956,300000
1,1,2500,1,1907,295000
4,2,942,3,2008,288790
2,1,8155,1,1948,285000
1,1,1950,1,1928,280000
3,2.5,7950,1,1985,279000
2,1,11400,1,1951,275500
2,1,4800,1,1922,260000
3,1.75,12349,1,1957,259500
3,2.25,6819,2,1995,257500
3,2.5,6194,2,1998,255000
3,3,4440,1,2014,246950
3,1.75,6300,1,1998,235000
3,1.75,8712,1,1960,235000
1,1.5,1456,2,2007,235000
4,1,18000,1,1955,234000
3,1.75,9600,1,1969,230000
2,1.75,1773,2,2014,229800
3,1,8789,1,1966,221000
2,1.75,15600,1,1972,215500
2,1,5040,1,1926,212700
3,1,9583,1,1967,209950
2,1,8100,1,1940,195000
2,1,3400,1,1905,191000
2,1,8424,1,1959,170000
3,1,7473,1,1959,140000
3,4.25,7200,2,1930,1600000
4,4.25,8750,1,1951,1080000
4,2.5,11500,1,1972,699900
2,1,2542,1,1904,650000
4,2.5,40918,2,1994,598000
5,2.5,16777,1.5,1920,585000
3,2.5,9100,1,1998,475000
3,1.5,5000,1.5,1927,470000
3,1,9087,1,1969,339900
3,1.75,1716,1,1978,314500
4,1,8499,1,1949,300000
3,1,8128,1,1983,234000
2,1.75,3376,2,1980,230000
3,2.25,54014,2,1964,835000
2,1,3400,1,1924,530000
4,2.75,15540,1,1974,402000
3,3.5,1275,2,2007,397000
3,2,15005,1,1986,345000
5,2.75,6222,1,1991,325000
3,1,7650,1,1957,265000
4,3.75,7965,2,2013,2070000
5,4.25,8050,2.5,1914,1930000
5,3.5,26540,2,2008,1730000
5,3.25,11250,2,2007,1510000
4,2.5,12215,1,1956,1310000
3,1.75,14630,1.5,1948,1230000
4,2,3360,2,1905,1200000
3,3,5001,2,1989,1170000
4,2.75,9143,2,1995,1100000
4,1.75,6300,1,1937,972000
4,3.25,8589,2,2007,963000
4,2.5,7680,2.5,2007,950000
2,2.5,2067,2,1974,935000
5,2.75,16100,1,1960,896000
4,2.5,5265,3,2014,882566
4,2.75,4392,1.5,1931,880000
4,1.5,3245,1.5,1929,875000
3,2.5,2387,2,1920,850000
4,2.5,7048,2,2005,780000
5,3,5700,1,1964,765000
4,2.5,165528,2,1984,760000
4,2.25,4046,1.5,1940,669500
3,2.5,4007,2,2005,635000
3,2,29185,1,1949,570000
3,2.25,15002,1.5,1955,560000
3,2.25,9600,1,1967,550000
4,1.5,128502,1,1958,550000
3,2.5,1613,2,2007,544000
3,1,6300,1,1925,535000
4,2.25,15086,2,1981,530000
3,2.5,4506,2,2003,515000
4,3,15048,3,1979,500000
4,1.75,9786,1,1967,492650
3,2.25,10733,1,1958,491950
3,2.25,4322,2,1985,491500
4,3,3497,2,2003,490000
4,3,9664,2,1981,480000
3,1.75,8666,2,1948,461000
3,2.5,1330,2,2008,457000
4,2.5,6031,2,2005,449000
4,2.25,39446,1,1977,445800
2,1.5,3400,1,1919,441000
3,2.5,7904,1,2006,439000
4,2.5,11173,2,1988,436500
4,2,3840,1,1904,435000
2,2,934,3,2008,427500
2,1.75,4980,1,2006,419000
1,1.5,5750,1,1911,410000
5,3.25,6589,1.5,1906,408000
2,1,5750,1,1947,406500
4,2.5,7859,2,1992,397500
3,1.75,7030,1,1968,385000
4,2.5,6998,2,2001,383962
3,1,7341,1,1982,370000
4,2.75,10316,2,1993,359500
3,2.25,1524,3,2005,355000
3,1,8855,1,1958,349810
2,1,5750,1,1932,345000
4,2.5,5000,2,2006,345000
4,2.5,5970,2,2002,337000
4,2.5,11784,2,1997,330000
3,2.25,7200,2,1990,327500
3,1,8800,1,1954,308000
2,1,8153,1,1947,300000
3,2.5,8584,1.5,1937,289950
4,2.25,8734,2,1991,285000
2,2,10856,1,1952,265000
4,2,60548,1,1960,263400
3,1.75,8100,2,1985,263000
2,1,9967,1,1919,255000
3,2,5000,1,1965,250000
3,1,9400,1,1954,248000
3,2.75,14197,1,1996,245000
2,1.5,1758,2,1990,243000
2,1,28800,1,1928,235000
2,1,24792,2,1976,170000
2,1,7623,1,1942,100000
5,5.5,42840,1,1978,3800000
3,2.25,17450,1,1930,2370000
4,4.75,9778,2,1928,2300000
4,2.75,10900,2,1924,1700000
3,3.25,5445,2,1913,1640000
4,2.75,12750,1.5,1918,1570000
4,3.5,5800,2,1937,1360000
6,2.75,5432,2,1900,1300000
4,3.5,3850,2.5,2008,1200000
4,2.5,10422,2,1996,1150000
5,3.25,4000,2,1997,1110000
3,2.75,7216,2,1967,1080000
4,2.5,16015,2,1990,1060000
4,3.5,8501,2,2008,1020000
3,1,12855,1.5,1920,1010000
4,1.75,5080,1.5,1914,955500
4,1.5,5055,2,1910,952500
5,5.5,12637,2,2001,925000
4,3.5,10666,2,2005,920000
5,3.5,8279,2,2001,875000
4,3.25,112750,1,2006,850000
4,2.75,6637,2,2003,825000
3,2.25,9750,2,1989,820000
4,2.25,8866,2,1987,808000
3,3.5,221284,2,1993,800000
5,2.5,5029,2,2004,739900
2,2.25,4920,1.5,1941,730000
4,2.5,12866,1,1977,729032
3,1.75,6000,2,1959,725000
3,2.5,4094,2,2002,712000
3,2.5,51354,2,1998,695000
3,2,4080,1.5,1922,695000
4,2.5,7200,2,1962,691500
3,2,28500,1,1983,660000
4,2.5,46748,2,2004,650000
2,2.25,965,3,2007,640000
3,2.5,1984,2,2008,629800
4,3,6325,1,1948,620000
4,1.75,5846,1,1957,616000
2,2.5,14878,2,1990,600000
5,2.25,7781,1,1960,600000
2,1,2002,1.5,1900,600000
4,2.5,20011,2,1987,595000
3,2,6413,1,1947,590000
4,1,2566,1.5,1921,581000
3,2.5,11000,2,1978,580000
4,2.5,8483,2,1991,570000
4,1,3376,1.5,1911,563000
4,2.5,11005,2,1994,548000
3,2.5,3210,1.5,1928,545000
3,1.75,9580,1,1984,540000
4,2.5,10140,1,1968,540000
4,1.75,5000,1.5,1945,535000
3,2.5,39478,2,1989,530000
2,2.5,1458,2,2012,525000
3,2.5,7200,2,1994,515000
2,1,5000,1,1907,515000
3,1.75,7020,2,1934,510000
3,1.75,9594,1,1977,507500
4,2.75,9778,1,1962,505000
3,2.25,45613,2,1983,502000
2,1,4500,1,1926,500000
5,3.25,12087,2,1975,500000
4,2.75,6334,2,2013,499990
3,2.25,47916,2,1991,485000
4,1.75,4096,2,1900,485000
3,2.25,21485,2,1989,482000
3,2.25,3896,2,1994,478000
4,3,6885,1,1945,476000
3,2.5,1053,2,2008,460000
2,1,3825,1,1929,459500
3,1.75,9012,1,1966,452000
3,1.75,13775,1,1963,450000
4,2.5,42077,2,1994,445000
3,2.5,13446,2,1993,435000
4,1.5,5053,1,1963,433000
4,2.5,6087,2,2001,431000
3,1.5,19163,1,1964,425000
3,2.5,5689,2,2009,425000
4,2.5,5048,2,2014,417838
4,1,8475,1.5,1928,406000
2,1,2280,1,1946,402500
3,2,11172,1,1984,401000
4,2.5,4500,2,2014,399895
5,2.25,32481,1.5,1958,392000
3,1.75,9000,1,1967,382500
3,1.75,35150,1,1977,375000
2,1,6050,1,1952,370000
3,3.5,5100,2,2004,357500
3,2,3600,1,1963,349500
2,1,7775,1,1955,345000
3,2.25,941,3,2006,337000
2,2.5,1029,2,2007,332888
3,2.5,11312,1,1959,330000
4,1.75,8976,1,1978,328950
4,2.5,9601,2,2003,321000
3,2,13303,1,1993,314500
3,1,6000,1.5,1927,307000
3,2.25,5128,2,2001,300000
3,2.75,9620,1,1987,300000
4,2.5,3826,2,2006,300000
3,1,10710,1,1962,280000
1,0.75,1801,1,1923,276000
4,2.5,6600,2,1987,274900
2,1,7906,1,1948,260000
3,2.25,9680,1,1961,260000
3,2,4072,1.5,1907,245000
3,2,7000,1,1986,241000
3,1.5,9310,1,1967,219950
3,1.75,9546,1,1984,217500
3,1.75,8239,1,1981,205000
1,1,833,1,1926,202000
2,1,13531,1,1979,174000
3,1,8514,1,1959,165050
2,1,4320,1,1937,102500
5,6.25,21738,2,2001,3300000
4,2.5,18362,2,1983,2290000
4,3.25,18916,1,1954,2270000
3,3.5,5500,2,1909,2150000
2,2.5,9400,2,1985,1410000
4,1.75,21600,1,1966,1300000
3,2.5,8400,1,1970,1080000
4,3.5,3979,2,2014,1050000
4,1.75,13296,1,1967,1040000
6,4.5,4800,3,1919,989000
3,4.5,62726,2,2013,915000
4,2.25,5950,1,1947,895000
4,1.75,3720,1.5,1924,860000
5,3.25,9792,2,1984,851000
3,3,7410,2,1977,811000
4,2.5,7798,2,2005,795000
2,1.5,175421,1.5,1906,782000
2,1,4000,1,1933,736000
3,3.75,6517,2.5,1977,732000
4,2.25,4748,1.5,1928,723000
4,3,12327,1.5,1990,720000
3,2.5,23891,2,1993,700000
3,1.5,4000,2,1922,690000
5,2.25,10300,1,1985,675000
5,2.5,5500,1.5,1918,660500
4,2,10800,1,1951,659000
3,1.75,11472,1,1956,645000
4,2.5,9880,1,1979,630000
3,3,1641,3,2006,625000
3,2.25,12134,1,1973,605000
4,2.25,48788,1,1961,605000
5,2,9072,1,1965,600000
4,3.5,3080,2,2008,599950
3,2.25,3960,1.5,1905,580000
3,1.75,8625,1,1974,575000
4,2,4800,1.5,1922,575000
3,2.5,2502,2,2006,567500
3,2.5,9900,1,1978,552000
4,2.75,5005,1,1987,550000
3,2,7200,1.5,1923,545000
3,2.25,1800,2,1994,540000
3,1.75,12141,1,1983,535000
2,1.75,3503,1,1916,525000
3,1.75,1210,2,2008,520000
5,2.25,13054,1,1950,519000
3,1.75,3000,1,1920,512031
2,1,9260,1,1946,496000
3,3,10375,2,1982,489000
4,2.5,1870,2,2014,484998
3,2.25,5511,2,1987,481015
3,2,10052,1,1956,480000
5,2.5,7737,2,1998,480000
4,2.5,7260,2,1963,475000
4,2.5,5444,2,1981,475000
4,2,13468,1,1962,475000
4,2.75,6178,2,2013,475000
3,2,15050,1,1983,453000
3,2.5,7984,2,1993,435000
3,1,9030,1,1956,415000
4,2,76665,2,1978,411000
4,2.5,6042,2,2004,394500
4,1.75,7700,1.5,1927,389000
3,1.75,7416,1.5,1954,355000
5,2.5,6994,2,2002,345000
4,2.5,4805,2,2005,340000
3,2.5,34041,1,1984,339950
2,1.5,1858,2,2005,334500
4,2.5,6093,2,2003,330000
4,2.5,4558,2,2002,329950
2,1,3000,1,1918,310000
3,2.5,4500,2,2014,309780
2,1,12960,1,1968,305000
3,1,7424,1,1962,305000
2,1,169448,1,1947,300000
3,2.25,7199,2,1992,275250
3,2.25,4050,2,2010,274500
2,1.5,2119,2,2008,265050
4,3,8170,1,1948,265000
5,1,7800,1,1962,262000
4,2,7992,2,1975,260000
4,2.5,5787,2,2002,256000
4,2,8960,1,1960,255000
4,2.25,3179,2,2002,255000
2,1,7128,1,1980,253000
3,2.25,7738,1,1965,250000
3,1.75,24805,1,1984,250000
3,2,7231,1,1991,223000
5,1,6700,1.5,1942,185000
4,2.5,5000,2,1991,175000
2,1,6600,1.5,1964,123000
4,4.25,19412,2,2014,2350000
4,3.25,10929,2,2006,1880000
3,2,4800,2,1909,1760000
4,3.25,3600,2,1999,1630000
5,3,18129,2,1952,1200000
5,2.5,8921,2,2000,1150000
3,2.5,33503,1.5,1969,1140000
4,2.5,8281,2,1995,1130000
4,3.75,60123,2,2000,1100000
4,5,43560,2,1978,1040000
4,3.5,10860,2,2008,1030000
3,3.25,4000,2,2005,1020000
4,2.5,16263,2,1989,1010000
6,2.75,54160,2,1954,975000
4,2,9525,2,1968,940000
3,2.5,5000,2,1945,850000
3,2,8800,2,1961,850000
4,4.25,25714,2,2005,835000
4,2.5,4203,2,2002,815000
3,1.5,9041,1,1954,810000
3,4,2250,3,1997,715000
3,1.5,4500,1,1960,650000
3,2.25,10115,1,1959,640000
4,2.5,10000,1,1977,633000
3,2,13418,1,1955,610000
3,1.75,1526,3,2014,609000
4,2.5,10786,1,1970,605000
3,2.5,6405,2,2001,605000
5,2.25,13899,2,1975,600000
5,3,4900,2,1940,588000
3,1.75,6743,1,1955,575000
4,2.5,8624,1,1969,565000
3,2.5,10254,2,2006,554950
4,2.5,4350,2,1943,554729
3,1,5000,1.5,1909,529950
4,3,6160,2,2014,519995
5,3.25,9629,1,1977,515000
2,1.5,3521,2,1989,509000
3,2.5,11447,2,1986,490600
3,1.75,8000,2,1978,474000
3,2.5,5692,2,2000,445838
3,2.5,1348,2,2005,439990
3,1.5,5080,1,1958,430000
3,1.5,1022,3,2007,425000
4,2.5,9000,1,1972,410000
2,2.75,1252,2,2006,405500
4,2.25,7200,1,1963,400000
2,1.75,1005,1.5,2011,399900
5,1.75,10453,1,1948,395000
4,2.75,35070,1.5,1963,395000
4,2,76877,1,2004,390000
2,1,5040,1,1956,370000
2,1,4600,1,1942,357000
4,2.5,5523,2,1999,345000
4,2.5,6448,2,2001,342000
3,1,4814,1.5,1908,341000
8,2.75,6695,1,1977,340000
3,1.75,7969,1,1950,312500
4,1.75,11325,1,1969,304900
2,1,6200,1,1948,295950
3,1,11250,1,1967,290000
3,2.5,3593,2,2004,288000
5,2.5,6300,2,1995,285000
4,2.5,6962,2,1997,280500
3,1,10875,1,1962,267000
3,2,7793,1,1992,265900
3,1,8610,1,1959,265000
4,2.25,11385,1,1962,264500
2,1.5,1598,2,1995,255000
3,1.75,8868,1,1959,250000
3,1.75,8750,1,1960,240000
4,1,6000,1.5,1923,220000
4,1.75,7200,1,1966,198000
2,0.75,5240,1,1912,100000
3,1.5,7200,1,1960,625000
3,2.5,7609,2,2003,600000
4,2.25,5000,2,1937,1740000
4,2.5,4275,2,2004,1200000
4,2.25,12653,2,1972,825000
4,3,5700,1.5,1953,671000
3,2.5,1326,3,1995,499000
3,1.75,4950,1,1984,459500
4,2.5,4620,1.5,1917,1280000
2,1.75,4000,1,1952,625000
3,1.75,7700,1,1975,395000
3,2.5,6765,2,1946,1640000
4,3.25,4103,2,1925,1450000
4,3,108900,2,1987,1360000
4,2.25,4000,2,2013,1300000
3,2.5,46609,2,1997,1280000
3,2.5,38322,2,1989,888550
3,1.5,12686,1,1952,875000
4,3,36246,1.5,1923,870000
4,3.25,9786,2,2004,866000
5,2.75,5639,2,2014,861990
3,2.75,8476,1,1967,821000
4,2,4800,1,1953,780000
4,3.25,241322,2,1981,775000
4,2.25,18600,2,1977,747500
3,3.25,11070,2,1980,685000
3,1.75,10032,1,1984,681000
4,2.75,3920,2,2005,680000
6,3,36171,2,1970,670000
5,2.5,68519,2,1958,670000
5,2,17788,1,1963,665000
4,2.5,18653,2,1985,645000
4,2,5650,1.5,1910,631500
3,2.75,1850,2,2011,593000
3,2,4777,2,1908,588000
4,2.5,6137,2,1990,575000
3,1,3330,1.5,1901,570000
3,2,2808,1,1924,570000
2,2,5750,1,1910,558000
3,1.5,4200,1.5,1920,555000
4,1,4704,1.5,1930,548800
3,2.5,10086,2,1987,542500
3,2.25,15229,2,1984,538250
2,1.5,746,2,2009,536000
3,1.75,2500,1,1918,530000
6,3.5,8401,1,1979,527000
3,2.5,1237,3,2014,510000
3,2.5,9053,2,2009,509900
2,2.25,1209,2,2006,505000
4,2,8640,1,1955,500000
3,2.5,3012,2,2011,500000
3,2.5,2091,2,2014,494815
2,1,4650,1,1906,494000
4,2.5,6250,2,2002,481000
3,2.25,9090,1,1959,480000
5,2.5,8050,1,1977,475000
3,2.5,12793,2,1993,450000
3,1.75,8394,1,1971,450000
2,2,2500,2,1985,445000
5,1.75,3000,1.5,1902,443000
3,2,4800,2,1948,437500
3,1.75,17568,1,1967,437000
3,2.25,1075,3,2009,420000
3,2.25,19206,2,1989,410000
4,2.25,217014,1,1982,404950
3,2.5,9625,2,1993,391500
2,1,4440,1,1981,382500
3,2.5,2491,3,2007,378000
2,1.5,1575,2,2001,374000
4,1.75,7920,2,1960,373000
3,1.5,22000,2,1931,360000
3,2.5,4200,2,2014,351999
3,2.5,3748,2,2004,339000
2,1.5,5192,1,1951,335950
3,2,7904,1.5,1998,328000
3,1,7552,1,1948,320000
3,1.75,11646,1,1950,320000
3,1,10576,1,1969,320000
4,3,10800,1,1960,300000
3,1,5160,1.5,1919,300000
4,2.5,5195,2,2007,300000
3,2.5,4170,2,2004,296475
3,1.75,7500,1.5,1918,295000
3,1.5,7222,2,1908,295000
4,2.25,7102,2,1981,266000
2,1,6685,1,1926,245000
3,1,6000,1,1954,230000
3,1.75,1201,2,2014,230000
3,1,6000,1,1967,229500
3,1,9563,1,1967,215000
3,1.5,7300,1,1968,209950
3,1,5000,1,1961,199990
2,1,27007,1,1910,195000
2,1,7700,1,1981,170500
4,5.25,14986,2,2001,2460000
6,2.75,11000,2,1931,2180000
3,2.5,8343,2,1939,1680000
4,2.25,18226,3,1984,1570000
4,3.5,5500,2,2014,1210000
4,3.5,6654,2,2006,1200000
3,2.5,48743,2,1991,1150000
5,4,217800,2,1992,1140000
3,2.25,13791,1,2006,1130000
4,2.5,31931,1,1978,1120000
2,2,11340,1.5,1997,1090000
4,3.75,126759,2,1991,1050000
4,2.75,3433,1.5,1927,1050000
4,2.5,10849,2,2013,999000
5,2.75,5040,2,1927,970000
3,2.5,7800,1,1941,950000
3,2.5,12600,2,1978,900000
4,2.75,4020,3,1979,890000
4,3.5,108464,2,1979,875000
3,2.75,13391,2,1985,819000
4,3.5,3634,2,2007,812000
2,2.75,8572,1,2007,810000
3,2.5,25150,1,1987,789900
4,3.5,53428,2,2004,782000
2,2.5,2500,2,1901,780000
4,4,7221,2,2004,765000
4,2.75,5859,2,2010,760005
4,2.25,8400,2,1965,720000
4,3,9316,2.5,1991,711600
5,2.75,9180,1,1975,695500
4,2.5,35400,2,1991,690000
4,2.5,5140,2,2006,674600
3,2.75,3496,2,2012,673000
4,3,57499,1,2003,650000
4,2.5,37522,2,1987,645000
2,2.5,3507,2,2005,630000
3,1.75,16313,1,1973,623000
2,2,1890,1.5,1927,613000
3,2.25,46609,1.5,1969,600000
4,2.5,11370,2,1991,600000
3,2,14680,1,1987,599000
2,2,4665,1,2006,592350
4,2.5,6185,2,1999,585000
4,2.5,35752,1,1980,580000
3,2.25,5980,1,1987,580000
4,1.75,17476,1,1956,568000
4,2.25,9800,1,1968,560000
3,2.25,9670,2,1984,557500
3,3.5,3582,2,2005,550000
3,1.75,8030,1,1966,542000
2,2.5,779,2,1975,530000
5,2.5,9375,1,1968,527700
2,1.5,3408,1,1912,517000
3,2.5,4592,2,1992,513000
4,2.25,7200,1,1977,485000
2,1,3040,1,1924,480000
3,1,13750,1,1955,479000
4,2.75,14178,2,1997,469950
3,1.5,9848,1,1962,468000
4,2.5,8331,2,1991,460000
4,2.5,10300,1,1921,458400
4,3.5,6000,2,2002,455000
4,2.5,5539,2,2013,449990
3,2,217800,2,1998,440000
4,2.25,9503,2,1980,439000
2,2,1372,3,2000,438000
4,2.75,9640,1,1998,435000
4,2.5,3143,2,2010,435000
3,2,6039,1,1942,430000
2,1,4000,1,1940,427550
4,1.75,7700,2,1970,415000
3,1.75,5752,1,1945,412000
4,2.25,7283,1,1963,410000
4,2.5,4020,2,2006,410000
3,2,6000,1.5,1920,410000
3,1.5,7683,1.5,1953,405000
4,1.75,4840,1.5,1928,399500
3,1.75,16552,1,1967,390000
3,2.25,15000,1,1961,383000
4,2.5,32400,1,1962,380000
3,2.5,43821,2,1990,378500
3,1.75,9673,1,1976,375000
3,1,6400,1,1954,371500
3,1.75,16817,2,1982,370000
4,1.75,11942,1,1964,368000
5,3,3000,2,1998,362000
2,1.75,1032,2,2014,357562
4,2.75,5470,2,2005,355000
3,2.25,13090,1,1997,340000
3,2.25,10160,1,1969,336000
4,2.5,8169,2,1993,336000
3,2.5,4600,2,2013,335606
4,2.5,3916,2,2014,333490
3,2.25,14915,1,1979,332000
3,2.25,4060,1,1993,330000
3,1,7920,1,1968,326500
2,1,7260,1,1953,325000
2,1,4080,1,1941,325000
3,3.25,1387,2,2013,320000
2,1,2674,1,1919,315000
4,2.5,8562,2,1994,308950
4,2.5,8065,2,1998,300000
3,1,7314,1,1960,300000
3,2.25,3481,2,2009,293000
3,1.5,7123,1,1959,292600
2,1,8149,1,1948,277000
3,1,8100,1.5,1944,267000
3,1.75,9720,1,1976,255000
3,1.75,10400,1,1983,250000
2,1.5,2686,2,1982,249000
4,2.25,6390,1,1978,245000
3,2.5,2788,2,1992,245000
5,2.5,5000,1,1967,235500
2,1,7920,1,1939,235000
3,1.5,15000,1,1966,232000
3,1.75,9085,1,1968,228950
3,2,9380,1,1949,210000
3,1,8179,1,1949,210000
3,1,8240,1,1967,205000
3,1,5000,1.5,1912,201500
3,1,10575,1,1968,190000
3,1,8892,1,1958,183500
1,1,8050,1,1906,165000
3,1,8700,1.5,1942,160000
3,1,7360,1,1968,148226
2,1,4200,1,1930,148000
1,2,9812,1,1962,115000
5,3,20445,2,1985,2680000
5,4.75,17004,2,2006,2320000
5,5.25,18707,2,1952,1680000
6,4.5,6420,2,1916,1470000
4,3.5,11000,1,1999,1360000
4,2.5,5500,1,1957,1250000
5,3.5,10327,2,2007,1240000
4,3.75,9800,2,2008,1070000
4,3.5,10660,2,2003,1040000
5,4.5,13474,2,2000,989000
4,2.5,4372,2,1935,900000
3,2,11177,2,1910,840000
4,1.75,3988,1,1958,810000
4,2.25,8365,3,2014,760000
4,1.75,4750,1,1975,759000
4,2.5,7465,2,2004,750000
4,2.75,18700,1,1957,749950
3,2.75,5348,2,2008,749000
4,2.75,6000,2,1910,749000
2,2.5,5760,1,2010,741500
4,2.5,15091,2,1997,740000
3,1.75,10900,2,1935,737500
2,2.25,9772,1,2007,737000
4,3.25,47179,2,2002,734950
4,2.5,35298,2,1985,720500
3,1,7200,2,1901,700000
4,3.5,38546,2,1996,696000
4,2.75,7984,2,1999,692500
3,2,5720,1,1925,680000
4,2.75,4480,1.5,1928,679000
3,1,3500,1,1927,660000
4,2.5,4543,2,2002,660000
4,2.75,9400,2,2014,659950
4,2.5,35430,2,1997,635000
3,1.75,8767,1,1986,630000
4,1,5500,1.5,1946,625000
3,1.75,76230,1,1978,625000
3,2,14274,1,1964,624800
3,2.5,5827,2,2001,610000
3,3.25,1804,3,2014,599950
7,2.5,5750,1,1901,599000
4,3.25,4560,2,2015,595000
4,2.5,10006,2,1989,594950
3,2.5,9380,1,1975,590000
3,2.5,5100,2,1998,583000
3,1.75,5100,1,1909,580000
6,3.75,6015,2,2004,570000
3,3.25,8227,1.5,1929,569000
3,2.5,7394,2,1990,565000
4,2.5,5250,2,1990,561000
3,2.5,6058,2,2002,560000
2,1,9219,1,1960,560000
3,2,4166,2,1929,550000
4,1.75,9000,1,1966,550000
4,1,3600,1.5,1924,550000
3,2.5,17377,2,2002,545000
3,2.5,7014,2,2009,538000
3,2.5,3078,2,2010,530000
4,2.75,6308,1,1985,525000
4,1.75,10440,1,1955,525000
4,2.5,9958,2,2005,525000
3,1.75,40098,1,1950,507000
2,1.75,4614,1,2008,498800
3,2,192099,1,1964,495000
4,2.5,5001,2,2005,487000
4,2.5,12047,2,1988,486000
5,2.75,7725,1,1967,480000
4,2.25,17199,2,1979,470000
4,2.5,8400,1,1976,468000
4,2.5,6660,2,1974,463000
5,2.5,209523,1,1925,450000
3,2.5,7573,2,1983,450000
3,2.25,8223,2,1989,443000
3,1.5,1413,3,2007,440000
4,2.5,5200,2,2009,435000
2,1,8830,1,1939,425000
3,1.75,6360,1,1954,420000
4,1.5,11367,1.5,1950,415000
4,3.5,9767,2,1990,412000
